shipment_id,ship_date,order_id,carrier_id,carrier_name,service_level,origin_region,destination_zone,package_weight_lb,package_length_in,package_width_in,package_height_in,billed_weight_lb,base_cost,fuel_surcharge,residential_fee,delivery_area_fee,oversized_fee,address_correction_fee,ltl_handling_fee,total_shipping_cost,delivered_days
SHP100410,2025-02-05,ORD801388,CR003,USPS,Ground Advantage,South,6,13.47,14,15,17,26.0,204.1,20.46,4.95,0.0,0.0,0.0,0.0,229.51,4
SHP100411,2025-10-13,ORD801863,CR003,USPS,Ground Advantage,West,8,5.59,14,12,21,25.5,222.87,29.12,0.0,6.75,0.0,0.0,0.0,258.74,3
SHP100412,2025-09-08,ORD801244,CR002,FedEx,Ground,Northeast,5,12.79,4,5,17,13.0,102.18,13.52,4.95,0.0,0.0,12.0,0.0,132.65,3
SHP100413,2024-07-01,ORD801215,CR002,FedEx,Ground,Midwest,5,8.02,7,17,24,21.0,205.59,23.56,0.0,0.0,0.0,0.0,0.0,229.15,4
SHP100414,2025-12-19,ORD801789,CR001,UPS,Ground,West,2,15.52,14,25,18,45.5,354.9,63.73,4.95,0.0,0.0,0.0,0.0,423.58,1
SHP100415,2025-03-06,ORD804196,CR003,USPS,Ground Advantage,West,7,2.02,12,13,13,15.0,102.6,13.67,0.0,0.0,0.0,0.0,0.0,116.27,2
SHP100416,2025-01-27,ORD802922,CR004,XPO LTL,Standard LTL,Midwest,5,334.47,39,41,43,495.0,408.38,43.14,0.0,0.0,0.0,0.0,24.0,475.51,4
SHP100417,2025-08-24,ORD803028,CR002,FedEx,Express Saver,West,8,14.67,24,23,5,20.0,312.0,49.17,0.0,6.75,0.0,0.0,0.0,367.92,5
SHP100418,2024-07-10,ORD801613,CR002,FedEx,Ground,South,6,12.97,12,8,23,16.0,135.2,17.96,0.0,0.0,0.0,0.0,0.0,153.16,5
SHP100419,2024-09-09,ORD802377,CR003,USPS,Ground Advantage,South,5,5.99,17,21,15,39.0,288.99,36.41,0.0,0.0,0.0,0.0,0.0,325.4,3
SHP100420,2024-11-18,ORD804014,CR001,UPS,Ground,Northeast,6,10.67,6,21,25,23.0,232.07,38.24,0.0,6.75,0.0,0.0,0.0,277.06,3
SHP100421,2025-10-11,ORD800680,CR004,XPO LTL,Expedited LTL,Midwest,8,235.97,36,48,41,510.0,685.44,116.37,0.0,0.0,0.0,0.0,24.0,825.81,7
SHP100422,2024-07-21,ORD801069,CR001,UPS,Ground,South,3,1.15,18,17,16,35.5,297.13,36.9,0.0,0.0,0.0,0.0,0.0,334.03,5
SHP100423,2025-07-08,ORD800625,CR004,XPO LTL,Standard LTL,Midwest,5,252.51,20,31,42,253.0,195.32,32.34,0.0,0.0,0.0,0.0,0.0,227.65,7
SHP100424,2024-06-13,ORD800186,CR004,XPO LTL,Standard LTL,Midwest,7,181.95,43,18,21,182.0,162.34,28.11,0.0,0.0,0.0,0.0,0.0,190.45,4
SHP100425,2025-11-06,ORD802335,CR003,USPS,Priority Mail,Midwest,7,5.19,9,16,25,26.0,306.54,32.6,4.95,0.0,0.0,0.0,0.0,344.09,3
SHP100426,2025-07-13,ORD801440,CR004,XPO LTL,Standard LTL,South,5,394.15,30,18,18,394.5,325.46,47.4,0.0,0.0,0.0,0.0,24.0,396.86,3
SHP100427,2024-06-06,ORD801389,CR003,USPS,Priority Mail,South,8,12.47,4,4,13,12.5,129.38,14.58,4.95,0.0,0.0,0.0,0.0,148.9,2
SHP100428,2025-07-14,ORD801088,CR004,XPO LTL,Expedited LTL,South,4,190.17,32,50,33,380.0,363.28,36.48,0.0,0.0,0.0,0.0,0.0,399.76,8
SHP100429,2025-12-13,ORD803900,CR002,FedEx,Ground,South,6,15.99,22,25,13,51.5,832.24,98.96,4.95,0.0,0.0,0.0,0.0,936.15,2
SHP100430,2025-04-02,ORD801572,CR003,USPS,Ground Advantage,Midwest,4,18.02,20,16,14,32.5,226.2,30.85,4.95,0.0,0.0,0.0,0.0,262.0,6
SHP100431,2025-06-30,ORD800458,CR002,FedEx,Ground,Northeast,6,7.98,20,16,25,58.0,937.28,111.29,4.95,0.0,0.0,0.0,0.0,1053.52,4
SHP100432,2025-01-13,ORD802289,CR002,FedEx,Ground,South,5,3.45,6,23,16,16.0,125.76,13.47,4.95,0.0,18.5,0.0,0.0,162.68,4
SHP100433,2025-04-06,ORD801642,CR001,UPS,Ground,South,5,9.39,19,17,18,42.0,399.84,63.62,0.0,0.0,0.0,0.0,0.0,463.46,1
SHP100434,2025-07-15,ORD801361,CR001,UPS,Ground,West,5,35.97,6,20,10,36.0,342.72,46.52,4.95,0.0,0.0,0.0,0.0,394.19,3
SHP100435,2024-03-07,ORD801046,CR001,UPS,Ground,South,3,8.61,8,7,24,10.0,65.0,9.38,4.95,0.0,0.0,0.0,0.0,79.33,5
SHP100436,2024-10-17,ORD800451,CR002,FedEx,Express Saver,Midwest,5,8.21,4,7,7,8.5,79.22,12.7,0.0,0.0,0.0,0.0,0.0,91.92,5
SHP100437,2024-06-19,ORD802837,CR003,USPS,Ground Advantage,South,4,17.34,14,12,18,22.0,153.12,27.36,0.0,0.0,0.0,0.0,0.0,180.48,7
SHP100438,2024-05-21,ORD800471,CR002,FedEx,Express Saver,Northeast,4,9.93,4,8,9,10.0,98.2,9.98,0.0,0.0,0.0,0.0,0.0,108.18,5
SHP100439,2025-04-23,ORD800066,CR004,XPO LTL,Standard LTL,West,6,287.41,45,36,40,466.5,412.85,49.53,0.0,0.0,0.0,0.0,0.0,462.38,7
SHP100440,2024-11-22,ORD801505,CR002,FedEx,Ground,Northeast,7,18.44,10,4,8,18.5,167.24,29.47,4.95,0.0,0.0,0.0,0.0,201.66,3
SHP100441,2024-02-08,ORD800690,CR002,FedEx,2Day,West,7,9.06,24,16,21,58.5,1518.66,186.52,4.95,0.0,18.5,0.0,0.0,1728.63,3
SHP100442,2025-01-21,ORD800992,CR001,UPS,2nd Day Air,Northeast,5,1.59,18,25,14,45.5,627.9,87.52,4.95,0.0,18.5,0.0,0.0,738.87,5
SHP100443,2024-01-20,ORD804099,CR001,UPS,Ground,South,6,5.11,9,7,23,10.5,86.31,15.16,4.95,0.0,0.0,0.0,0.0,106.42,3
SHP100444,2025-04-16,ORD803027,CR004,XPO LTL,Standard LTL,Midwest,2,121.67,28,41,25,206.5,122.45,20.28,0.0,0.0,0.0,0.0,0.0,142.74,3
SHP100445,2025-06-28,ORD800207,CR001,UPS,Ground,Midwest,6,3.4,14,19,23,44.5,449.0,58.23,0.0,0.0,0.0,0.0,0.0,507.24,3
SHP100446,2024-05-02,ORD803496,CR002,FedEx,2Day,Northeast,3,5.31,8,11,22,14.0,145.18,21.26,0.0,0.0,0.0,0.0,0.0,166.44,4
SHP100447,2025-03-12,ORD803285,CR003,USPS,Ground Advantage,Midwest,6,16.85,23,19,15,47.5,372.88,66.26,4.95,0.0,0.0,0.0,0.0,444.08,4
SHP100448,2025-05-06,ORD802520,CR002,FedEx,Ground,West,6,5.08,17,6,8,6.0,44.94,4.65,4.95,0.0,0.0,0.0,0.0,54.54,1
SHP100449,2025-07-06,ORD801082,CR001,UPS,Ground,West,4,8.3,25,7,20,25.5,227.97,33.59,4.95,0.0,18.5,0.0,0.0,285.01,5
SHP100450,2024-09-16,ORD803359,CR003,USPS,Ground Advantage,Midwest,6,11.35,8,20,12,14.0,89.6,9.19,0.0,0.0,0.0,0.0,0.0,98.79,5
SHP100451,2025-09-13,ORD803932,CR003,USPS,Ground Advantage,South,4,13.41,4,8,16,13.5,74.38,12.97,4.95,0.0,0.0,0.0,0.0,92.3,4
SHP100452,2024-11-26,ORD800672,CR002,FedEx,Ground,Northeast,8,24.68,6,7,14,25.0,289.0,44.58,4.95,0.0,0.0,0.0,0.0,338.53,3
SHP100453,2025-08-12,ORD800623,CR001,UPS,Ground,Northeast,5,11.39,18,25,7,23.0,218.96,22.17,4.95,0.0,0.0,0.0,0.0,246.08,3
SHP100454,2024-10-05,ORD801160,CR003,USPS,Ground Advantage,West,7,7.97,11,25,19,38.0,315.4,35.07,4.95,0.0,0.0,0.0,0.0,355.42,4
SHP100455,2024-12-01,ORD801212,CR002,FedEx,Ground,South,6,11.14,11,17,19,26.0,269.88,29.87,0.0,0.0,0.0,0.0,0.0,299.75,3
SHP100456,2025-02-23,ORD802758,CR002,FedEx,Ground,Midwest,5,1.81,25,21,9,34.0,332.86,33.67,4.95,0.0,0.0,0.0,0.0,371.48,5
SHP100457,2024-10-14,ORD800684,CR003,USPS,Ground Advantage,South,4,5.41,25,25,4,18.0,99.18,17.25,4.95,0.0,0.0,0.0,0.0,121.38,4
SHP100458,2025-07-31,ORD801331,CR001,UPS,Ground,Northeast,2,3.25,17,25,16,49.0,382.2,56.0,4.95,0.0,18.5,0.0,0.0,461.65,4
SHP100459,2024-03-10,ORD800043,CR002,FedEx,Ground,West,4,3.15,8,12,13,9.0,56.79,6.2,4.95,0.0,0.0,0.0,0.0,67.94,5
SHP100460,2025-01-11,ORD802018,CR002,FedEx,Ground,West,7,0.77,5,4,10,1.5,10.96,1.59,4.95,0.0,0.0,0.0,0.0,17.51,4
SHP100461,2025-06-30,ORD801741,CR002,FedEx,Ground,South,2,4.63,23,21,7,24.5,196.73,27.99,0.0,0.0,18.5,0.0,0.0,243.22,5
SHP100462,2024-09-06,ORD803306,CR001,UPS,Ground,Northeast,2,5.67,21,10,16,24.5,191.1,23.75,0.0,0.0,0.0,0.0,0.0,214.85,3
SHP100463,2024-08-21,ORD800134,CR001,UPS,Ground,Midwest,5,12.23,19,13,15,27.0,257.04,33.41,4.95,0.0,0.0,0.0,0.0,295.4,7
SHP100464,2024-03-04,ORD801115,CR004,XPO LTL,Expedited LTL,Midwest,2,256.07,39,21,23,256.5,190.07,25.96,0.0,0.0,0.0,0.0,0.0,216.03,5
SHP100465,2024-07-23,ORD802917,CR001,UPS,Ground,South,5,14.97,19,19,20,52.0,786.76,129.13,4.95,0.0,0.0,0.0,0.0,920.84,5
SHP100466,2025-06-16,ORD800712,CR002,FedEx,Ground,Midwest,7,13.7,22,19,18,54.5,912.88,140.16,0.0,0.0,0.0,0.0,0.0,1053.03,4
SHP100467,2025-03-04,ORD801494,CR002,FedEx,Ground,Midwest,4,4.63,25,23,22,91.5,1370.67,206.53,4.95,0.0,0.0,0.0,0.0,1582.15,2
SHP100468,2025-08-13,ORD801692,CR001,UPS,Ground,South,7,1.34,19,13,25,44.5,474.37,53.66,4.95,6.75,0.0,0.0,0.0,539.73,6
SHP100469,2025-10-20,ORD800755,CR004,XPO LTL,Standard LTL,West,7,395.9,20,33,19,396.0,374.22,67.35,0.0,0.0,0.0,0.0,24.0,465.57,6
SHP100470,2025-10-01,ORD802268,CR001,UPS,Ground,Midwest,7,7.33,22,24,6,23.0,245.18,34.64,4.95,0.0,0.0,0.0,0.0,284.77,4
SHP100471,2025-02-14,ORD803407,CR002,FedEx,Express Saver,South,7,5.4,6,25,11,12.0,146.52,22.33,4.95,6.75,0.0,0.0,0.0,180.55,3
SHP100472,2024-09-05,ORD802550,CR003,USPS,Ground Advantage,South,6,6.95,23,16,5,13.5,86.4,8.91,0.0,0.0,0.0,0.0,0.0,95.31,4
SHP100473,2025-06-26,ORD803947,CR003,USPS,Ground Advantage,Midwest,4,3.71,23,13,12,26.0,180.96,23.97,0.0,0.0,0.0,0.0,0.0,204.93,5
SHP100474,2025-05-04,ORD803659,CR003,USPS,Priority Mail,Northeast,5,4.23,15,10,20,22.0,231.44,40.59,0.0,0.0,0.0,0.0,0.0,272.03,4
SHP100475,2025-08-17,ORD802810,CR003,USPS,Ground Advantage,West,3,14.83,4,22,9,15.0,75.9,11.49,4.95,0.0,0.0,0.0,0.0,92.34,2
SHP100476,2024-04-14,ORD803937,CR004,XPO LTL,Standard LTL,Midwest,6,190.85,28,51,50,514.0,490.87,76.02,0.0,0.0,0.0,0.0,0.0,566.89,4
SHP100477,2024-02-11,ORD801941,CR001,UPS,Ground,South,5,11.56,7,12,19,12.0,91.68,13.06,4.95,0.0,0.0,0.0,0.0,109.69,2
SHP100478,2024-08-08,ORD802865,CR002,FedEx,2Day,South,8,28.44,15,17,11,28.5,510.44,88.23,0.0,0.0,0.0,0.0,0.0,598.66,4
SHP100479,2025-06-11,ORD803039,CR001,UPS,Ground,Northeast,4,2.03,5,10,12,4.5,25.92,2.95,4.95,0.0,0.0,0.0,0.0,33.82,4
SHP100480,2025-09-26,ORD803817,CR003,USPS,Ground Advantage,South,2,11.8,8,23,25,33.5,203.34,26.78,0.0,0.0,0.0,0.0,0.0,230.13,2
SHP100481,2024-09-22,ORD801955,CR003,USPS,Ground Advantage,Northeast,7,19.43,18,22,21,60.0,760.2,82.29,0.0,0.0,0.0,0.0,0.0,842.49,4
SHP100482,2024-12-31,ORD803702,CR003,USPS,Ground Advantage,Midwest,3,5.34,10,25,22,40.0,260.8,46.67,0.0,0.0,0.0,0.0,0.0,307.47,3
SHP100483,2025-10-07,ORD801980,CR001,UPS,Ground,South,4,0.31,18,14,22,40.0,357.6,45.5,0.0,0.0,0.0,0.0,0.0,403.1,2
SHP100484,2024-01-10,ORD802527,CR004,XPO LTL,Standard LTL,Northeast,5,172.33,33,25,41,243.5,187.98,29.16,0.0,0.0,0.0,0.0,0.0,217.14,5
SHP100485,2025-06-30,ORD800723,CR001,UPS,Ground,Northeast,7,10.1,20,4,5,10.5,92.29,15.22,0.0,0.0,0.0,0.0,0.0,107.51,4
SHP100486,2025-12-23,ORD800718,CR001,UPS,Ground,South,3,7.4,6,18,4,7.5,41.7,6.11,0.0,0.0,0.0,0.0,0.0,47.81,3
SHP100487,2025-08-05,ORD803364,CR002,FedEx,Ground,Midwest,3,10.11,8,7,25,10.5,70.25,11.02,0.0,0.0,18.5,0.0,0.0,99.76,3
SHP100488,2025-03-22,ORD802223,CR003,USPS,Priority Mail,Northeast,8,3.61,19,11,20,30.5,378.81,56.48,0.0,6.75,0.0,0.0,0.0,442.04,5
SHP100489,2024-07-29,ORD801746,CR004,XPO LTL,Standard LTL,Northeast,2,330.39,24,31,28,330.5,213.17,31.36,0.0,0.0,0.0,0.0,0.0,244.53,6
SHP100490,2025-10-10,ORD803836,CR001,UPS,Ground,West,5,11.37,13,16,15,22.5,214.2,38.03,0.0,0.0,0.0,0.0,0.0,252.23,2
SHP100491,2025-11-10,ORD802729,CR001,UPS,Ground,West,2,13.29,25,18,8,26.0,202.8,23.54,4.95,0.0,0.0,0.0,0.0,231.29,3
SHP100492,2025-10-27,ORD802386,CR004,XPO LTL,Standard LTL,Midwest,6,104.01,44,44,42,585.0,558.67,65.08,0.0,0.0,0.0,0.0,0.0,623.75,3
SHP100493,2025-10-25,ORD802265,CR003,USPS,Ground Advantage,West,3,3.9,9,8,17,9.0,38.97,5.66,4.95,0.0,0.0,0.0,0.0,49.58,2
SHP100494,2025-11-15,ORD800837,CR002,FedEx,2Day,South,5,14.79,10,5,15,15.0,182.85,32.36,0.0,0.0,0.0,0.0,0.0,215.21,5
SHP100495,2025-07-06,ORD803506,CR001,UPS,Ground,Northeast,5,11.78,19,23,19,60.0,907.8,128.34,0.0,0.0,0.0,0.0,0.0,1036.14,4
SHP100496,2024-11-03,ORD801950,CR002,FedEx,Ground,South,4,1.38,6,10,11,5.0,31.55,3.97,0.0,0.0,0.0,0.0,0.0,35.52,5
SHP100497,2024-06-20,ORD800303,CR001,UPS,Ground,West,6,6.25,16,9,22,23.0,232.07,26.47,4.95,0.0,0.0,0.0,0.0,263.49,3
SHP100498,2025-03-12,ORD802649,CR003,USPS,Priority Mail,Northeast,5,15.6,8,24,21,29.5,310.34,40.47,4.95,0.0,0.0,0.0,0.0,355.76,3
SHP100499,2024-09-08,ORD803838,CR001,UPS,Ground,Midwest,5,5.7,23,17,18,51.0,771.63,125.52,4.95,0.0,0.0,12.0,0.0,914.1,5
SHP100500,2024-01-08,ORD803719,CR002,FedEx,Ground,South,4,4.91,23,18,18,54.0,808.92,94.28,0.0,0.0,0.0,0.0,0.0,903.2,4
SHP100501,2025-03-24,ORD802550,CR002,FedEx,Ground,Midwest,6,3.11,16,12,18,25.0,259.5,33.88,0.0,0.0,0.0,0.0,0.0,293.38,6
SHP100502,2024-09-01,ORD802394,CR002,FedEx,Ground,Midwest,6,4.49,16,11,25,32.0,332.16,50.59,0.0,6.75,0.0,0.0,0.0,389.5,6
SHP100503,2024-11-22,ORD801472,CR001,UPS,Next Day Air,South,8,4.05,11,20,11,17.5,327.6,55.49,4.95,0.0,0.0,0.0,0.0,388.04,2
SHP100504,2024-11-02,ORD803598,CR001,UPS,Next Day Air,West,3,12.51,24,25,20,86.5,2420.27,368.21,0.0,0.0,0.0,0.0,0.0,2788.48,3
SHP100505,2024-06-27,ORD802992,CR003,USPS,Ground Advantage,South,5,4.34,13,19,11,20.0,148.2,24.08,0.0,0.0,0.0,0.0,0.0,172.28,6
SHP100506,2024-10-19,ORD801451,CR001,UPS,Ground,West,7,7.34,23,8,9,12.0,105.48,16.11,4.95,0.0,0.0,0.0,0.0,126.54,3
SHP100507,2024-12-28,ORD803956,CR002,FedEx,Ground,West,6,17.5,18,13,7,18.0,152.1,25.29,4.95,0.0,0.0,0.0,0.0,182.34,5
SHP100508,2024-07-15,ORD802659,CR001,UPS,Next Day Air,Northeast,2,2.46,17,6,21,15.5,183.83,28.35,4.95,0.0,0.0,0.0,0.0,217.13,2
SHP100509,2025-07-14,ORD802212,CR001,UPS,Ground,Northeast,7,6.56,18,18,6,14.0,123.06,12.4,4.95,0.0,0.0,0.0,0.0,140.41,4
SHP100510,2025-02-04,ORD801793,CR002,FedEx,Ground,Northeast,2,12.78,15,25,18,49.0,393.47,54.71,4.95,0.0,0.0,0.0,0.0,453.13,3
SHP100511,2025-04-06,ORD802278,CR003,USPS,Ground Advantage,South,5,10.54,24,4,14,11.0,65.45,11.71,0.0,0.0,0.0,0.0,0.0,77.16,3
SHP100512,2024-09-02,ORD802179,CR001,UPS,Ground,South,5,1.71,6,22,13,12.5,95.5,16.33,4.95,0.0,0.0,0.0,0.0,116.78,3
SHP100513,2025-03-16,ORD802521,CR001,UPS,2nd Day Air,Northeast,6,4.36,15,24,14,36.5,534.0,94.44,4.95,6.75,0.0,0.0,0.0,640.14,5
SHP100514,2024-04-18,ORD803227,CR003,USPS,Ground Advantage,Northeast,5,10.94,22,13,18,37.5,277.88,32.55,4.95,0.0,0.0,0.0,0.0,315.37,2
SHP100515,2024-05-26,ORD800352,CR001,UPS,2nd Day Air,South,6,3.18,18,20,25,65.0,1480.05,197.33,0.0,6.75,0.0,0.0,0.0,1684.13,1
SHP100516,2024-06-04,ORD800874,CR002,FedEx,2Day,Midwest,4,4.0,12,13,25,28.5,406.41,48.35,4.95,0.0,0.0,0.0,0.0,459.71,3
SHP100517,2024-12-29,ORD800818,CR002,FedEx,Ground,South,4,9.55,8,19,7,10.0,72.8,11.67,4.95,0.0,0.0,0.0,0.0,89.42,5
SHP100518,2025-10-25,ORD800802,CR001,UPS,Ground,South,4,17.21,11,23,11,20.5,183.27,25.37,4.95,0.0,18.5,0.0,0.0,232.09,3
SHP100519,2025-06-10,ORD802331,CR004,XPO LTL,Standard LTL,West,6,131.52,20,36,19,132.0,102.96,11.92,0.0,0.0,0.0,0.0,0.0,114.88,6
SHP100520,2025-04-02,ORD802952,CR002,FedEx,Express Saver,Northeast,7,7.87,10,18,24,31.5,466.52,56.1,4.95,0.0,18.5,12.0,0.0,558.07,3
SHP100521,2024-07-31,ORD800814,CR002,FedEx,Ground,South,6,24.35,8,12,17,24.5,254.31,32.33,4.95,0.0,0.0,0.0,0.0,291.59,4
SHP100522,2025-09-20,ORD803164,CR001,UPS,Ground,Midwest,6,10.27,19,20,9,25.0,252.25,32.42,4.95,6.75,0.0,0.0,0.0,296.37,3
SHP100523,2024-08-19,ORD800288,CR001,UPS,Ground,South,3,4.05,12,11,5,5.0,27.8,3.23,4.95,0.0,0.0,0.0,0.0,35.98,3
SHP100524,2025-02-23,ORD801332,CR002,FedEx,Ground,South,6,14.87,9,19,11,15.0,126.75,14.06,4.95,0.0,0.0,0.0,0.0,145.76,5
SHP100525,2024-11-27,ORD801540,CR001,UPS,Ground,West,4,2.92,11,24,20,38.0,339.72,42.1,4.95,0.0,18.5,0.0,0.0,405.27,2
SHP100526,2024-09-10,ORD801629,CR001,UPS,2nd Day Air,South,5,16.78,20,12,15,26.0,358.8,64.43,4.95,0.0,0.0,0.0,0.0,428.18,2
SHP100527,2024-02-15,ORD802286,CR001,UPS,Ground,South,4,20.93,21,6,16,21.0,187.74,20.25,0.0,0.0,0.0,0.0,0.0,207.99,2
SHP100528,2025-08-29,ORD800567,CR003,USPS,Priority Mail,South,5,8.76,9,9,15,9.0,66.78,8.81,4.95,0.0,0.0,0.0,0.0,80.54,2
SHP100529,2024-08-18,ORD800552,CR002,FedEx,Ground,Northeast,7,14.56,24,15,5,15.0,135.6,22.03,0.0,0.0,0.0,0.0,0.0,157.63,4
SHP100530,2025-07-15,ORD800938,CR003,USPS,Priority Mail,Midwest,3,29.67,20,16,22,51.0,788.97,133.31,0.0,0.0,0.0,0.0,0.0,922.28,3
SHP100531,2024-03-27,ORD803772,CR003,USPS,Ground Advantage,Midwest,3,0.25,16,7,10,8.5,36.8,5.65,0.0,0.0,0.0,0.0,0.0,42.45,2
SHP100532,2025-06-29,ORD802340,CR003,USPS,Ground Advantage,West,8,15.01,22,25,8,32.0,279.68,33.47,0.0,6.75,0.0,12.0,0.0,331.9,4
SHP100533,2024-08-13,ORD803749,CR003,USPS,Ground Advantage,South,2,5.07,18,12,14,22.0,133.54,19.3,0.0,0.0,0.0,0.0,0.0,152.84,4
SHP100534,2024-12-08,ORD802939,CR002,FedEx,Ground,Midwest,6,8.08,7,25,16,20.5,212.79,26.94,0.0,0.0,0.0,0.0,0.0,239.73,1
SHP100535,2025-03-10,ORD802033,CR003,USPS,Ground Advantage,South,3,4.01,22,7,19,21.5,140.18,24.69,0.0,0.0,0.0,0.0,0.0,164.87,4
SHP100536,2024-03-01,ORD802397,CR003,USPS,Ground Advantage,Northeast,8,0.5,8,4,9,2.5,14.92,2.04,0.0,0.0,0.0,0.0,0.0,16.96,5
SHP100537,2025-02-10,ORD804121,CR003,USPS,Ground Advantage,South,5,13.33,22,13,5,13.5,80.33,8.77,0.0,0.0,0.0,0.0,0.0,89.09,3
SHP100538,2025-06-14,ORD801049,CR002,FedEx,Ground,South,5,3.82,11,24,25,47.5,465.02,62.02,0.0,0.0,0.0,0.0,0.0,527.04,3
SHP100539,2024-05-17,ORD802523,CR001,UPS,2nd Day Air,Midwest,7,12.53,18,20,24,62.5,1475.0,174.45,4.95,6.75,0.0,0.0,0.0,1661.15,5
SHP100540,2024-12-25,ORD800704,CR001,UPS,Ground,South,6,11.19,25,22,10,40.0,403.6,57.25,4.95,0.0,0.0,0.0,0.0,465.8,5
SHP100541,2025-01-23,ORD800581,CR003,USPS,Priority Mail,West,5,10.9,21,24,25,91.0,1522.43,258.67,4.95,0.0,0.0,0.0,0.0,1786.05,5
SHP100542,2024-04-08,ORD803691,CR001,UPS,Ground,South,4,6.2,21,15,10,23.0,205.62,21.25,0.0,0.0,0.0,0.0,0.0,226.87,3
SHP100543,2024-09-09,ORD801723,CR002,FedEx,2Day,South,5,0.21,16,14,13,21.0,318.78,49.46,0.0,0.0,0.0,0.0,0.0,368.24,4
SHP100544,2024-11-03,ORD800769,CR002,FedEx,Express Saver,South,8,22.67,11,13,13,23.0,358.8,50.56,0.0,0.0,0.0,0.0,0.0,409.36,3
SHP100545,2024-08-23,ORD803344,CR003,USPS,Ground Advantage,West,4,7.43,13,18,8,13.5,74.38,8.87,4.95,0.0,0.0,0.0,0.0,88.2,6
SHP100546,2024-04-02,ORD801438,CR002,FedEx,Ground,Northeast,5,5.67,14,20,8,16.5,129.69,18.63,0.0,0.0,0.0,0.0,0.0,148.32,1
SHP100547,2025-10-27,ORD803738,CR002,FedEx,Ground,West,8,4.67,8,12,16,11.5,110.75,18.44,4.95,0.0,0.0,0.0,0.0,134.14,3
SHP100548,2024-11-13,ORD800949,CR002,FedEx,Ground,West,5,8.39,19,17,6,14.0,110.04,12.43,0.0,0.0,0.0,0.0,0.0,122.47,3
SHP100549,2025-05-03,ORD802764,CR001,UPS,Ground,South,4,12.22,9,6,22,12.5,88.38,14.42,0.0,0.0,0.0,0.0,0.0,102.8,3
SHP100550,2025-11-24,ORD800276,CR002,FedEx,Ground,South,8,1.84,6,6,23,6.0,52.02,7.09,0.0,0.0,18.5,0.0,0.0,77.61,3
SHP100551,2024-01-13,ORD800541,CR002,FedEx,Ground,South,5,5.92,17,8,24,23.5,230.06,38.33,4.95,0.0,0.0,0.0,0.0,273.35,2
SHP100552,2024-07-30,ORD802430,CR003,USPS,Ground Advantage,Northeast,6,13.7,13,18,19,32.0,251.2,40.92,4.95,0.0,0.0,0.0,0.0,297.07,2
SHP100553,2025-07-21,ORD802787,CR001,UPS,Ground,West,8,4.17,9,19,7,9.0,75.78,11.95,4.95,0.0,0.0,0.0,0.0,92.68,4
SHP100554,2025-01-31,ORD802369,CR002,FedEx,Ground,Midwest,7,9.27,7,4,7,9.5,76.76,9.26,4.95,6.75,0.0,0.0,0.0,97.72,5
SHP100555,2025-06-12,ORD803162,CR001,UPS,Ground,West,5,9.67,4,13,23,10.0,76.4,10.65,0.0,0.0,0.0,0.0,0.0,87.05,3
SHP100556,2024-01-05,ORD800220,CR001,UPS,Next Day Air,Midwest,4,4.12,11,18,18,26.0,465.14,80.24,4.95,0.0,0.0,0.0,0.0,550.33,3
SHP100557,2024-04-26,ORD800615,CR002,FedEx,Ground,West,8,12.34,12,6,19,12.5,120.38,19.28,0.0,0.0,0.0,0.0,0.0,139.66,2
SHP100558,2024-09-13,ORD801089,CR002,FedEx,Ground,West,5,2.68,13,10,22,21.0,205.59,32.22,4.95,0.0,0.0,0.0,0.0,242.76,5
SHP100559,2024-04-15,ORD800830,CR003,USPS,Ground Advantage,Northeast,5,9.88,16,15,11,19.0,113.05,16.41,0.0,0.0,0.0,0.0,0.0,129.46,2
SHP100560,2024-06-03,ORD800175,CR002,FedEx,Ground,South,6,11.45,24,24,8,33.5,347.73,37.39,0.0,6.75,0.0,0.0,0.0,391.87,2
SHP100561,2025-08-25,ORD801564,CR001,UPS,Ground,West,3,16.38,20,24,7,24.5,205.06,28.85,4.95,0.0,0.0,0.0,0.0,238.86,2
SHP100562,2024-09-25,ORD802415,CR001,UPS,Ground,South,8,14.19,20,16,24,55.5,935.18,140.17,4.95,6.75,0.0,0.0,0.0,1087.05,3
SHP100563,2024-10-30,ORD802823,CR001,UPS,Ground,Midwest,2,7.97,17,19,23,53.5,717.97,106.34,4.95,0.0,18.5,0.0,0.0,847.76,5
SHP100564,2024-05-29,ORD803396,CR001,UPS,Ground,South,6,14.99,4,21,13,15.0,123.3,16.75,4.95,0.0,0.0,0.0,0.0,145.0,4
SHP100565,2025-06-18,ORD800475,CR003,USPS,Ground Advantage,Midwest,6,11.22,9,14,19,17.5,112.0,14.75,4.95,0.0,0.0,0.0,0.0,131.7,4
SHP100566,2024-06-11,ORD800404,CR001,UPS,Ground,Midwest,3,8.6,23,18,8,24.0,200.88,33.46,0.0,0.0,0.0,0.0,0.0,234.34,2
SHP100567,2025-08-16,ORD801525,CR003,USPS,Ground Advantage,South,2,8.76,14,16,19,31.0,188.17,29.33,0.0,0.0,0.0,0.0,0.0,217.5,3
SHP100568,2025-05-04,ORD800492,CR003,USPS,Priority Mail,Northeast,3,5.21,16,15,15,26.0,240.76,43.12,0.0,0.0,0.0,0.0,0.0,283.88,6
SHP100569,2024-03-15,ORD800962,CR002,FedEx,Ground,South,3,2.52,15,21,8,18.5,123.77,12.71,4.95,0.0,0.0,0.0,0.0,141.42,2
